law_name,url
תקנות כינויי מקור (סדרי רישום של כינויי מקור שארץ מקורם היא ארץ-חוץ),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%9B%D7%99%D7%A0%D7%95%D7%99%D7%99_%D7%9E%D7%A7%D7%95%D7%A8_(%D7%A1%D7%93%D7%A8%D7%99_%D7%A8%D7%99%D7%A9%D7%95%D7%9D_%D7%A9%D7%9C_%D7%9B%D7%99%D7%A0%D7%95%D7%99%D7%99_%D7%9E%D7%A7%D7%95%D7%A8_%D7%A9%D7%90%D7%A8%D7%A5_%D7%9E%D7%A7%D7%95%D7%A8%D7%9D_%D7%94%D7%99%D7%90_%D7%90%D7%A8%D7%A5-%D7%97%D7%95%D7%A5)
תקנות כינויי מקור (סדרי רישום של כינויי מקור שארץ מקורם היא ישראל),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%9B%D7%99%D7%A0%D7%95%D7%99%D7%99_%D7%9E%D7%A7%D7%95%D7%A8_(%D7%A1%D7%93%D7%A8%D7%99_%D7%A8%D7%99%D7%A9%D7%95%D7%9D_%D7%A9%D7%9C_%D7%9B%D7%99%D7%A0%D7%95%D7%99%D7%99_%D7%9E%D7%A7%D7%95%D7%A8_%D7%A9%D7%90%D7%A8%D7%A5_%D7%9E%D7%A7%D7%95%D7%A8%D7%9D_%D7%94%D7%99%D7%90_%D7%99%D7%A9%D7%A8%D7%90%D7%9C)
חוק הגנה על מענקים מיוחדים (חרבות ברזל),https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%94%D7%92%D7%A0%D7%94_%D7%A2%D7%9C_%D7%9E%D7%A2%D7%A0%D7%A7%D7%99%D7%9D_%D7%9E%D7%99%D7%95%D7%97%D7%93%D7%99%D7%9D_(%D7%97%D7%A8%D7%91%D7%95%D7%AA_%D7%91%D7%A8%D7%96%D7%9C)
חוק להגנת מעגלים משולבים,https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%9C%D7%94%D7%92%D7%A0%D7%AA_%D7%9E%D7%A2%D7%92%D7%9C%D7%99%D7%9D_%D7%9E%D7%A9%D7%95%D7%9C%D7%91%D7%99%D7%9D
צו הגנה על מעגלים משולבים (הסכם טריפס),https://he.wikisource.org/wiki/%D7%A6%D7%95_%D7%94%D7%92%D7%A0%D7%94_%D7%A2%D7%9C_%D7%9E%D7%A2%D7%92%D7%9C%D7%99%D7%9D_%D7%9E%D7%A9%D7%95%D7%9C%D7%91%D7%99%D7%9D_(%D7%94%D7%A1%D7%9B%D7%9D_%D7%98%D7%A8%D7%99%D7%A4%D7%A1)
חוק הגנת הסביבה (סמכויות פיקוח ואכיפה),https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A1%D7%91%D7%99%D7%91%D7%94_(%D7%A1%D7%9E%D7%9B%D7%95%D7%99%D7%95%D7%AA_%D7%A4%D7%99%D7%A7%D7%95%D7%97_%D7%95%D7%90%D7%9B%D7%99%D7%A4%D7%94)
תקנות הגנת הסביבה (סמכויות פיקוח ואכיפה) (דין משמעתי למשרתים בשירות אזרחי-ביטחוני),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A1%D7%91%D7%99%D7%91%D7%94_(%D7%A1%D7%9E%D7%9B%D7%95%D7%99%D7%95%D7%AA_%D7%A4%D7%99%D7%A7%D7%95%D7%97_%D7%95%D7%90%D7%9B%D7%99%D7%A4%D7%94)_(%D7%93%D7%99%D7%9F_%D7%9E%D7%A9%D7%9E%D7%A2%D7%AA%D7%99_%D7%9C%D7%9E%D7%A9%D7%A8%D7%AA%D7%99%D7%9D_%D7%91%D7%A9%D7%99%D7%A8%D7%95%D7%AA_%D7%90%D7%96%D7%A8%D7%97%D7%99-%D7%91%D7%99%D7%98%D7%97%D7%95%D7%A0%D7%99)
חוק הגנת הסביבה (פליטות והעברות לסביבה – חובות דיווח ומרשם),https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A1%D7%91%D7%99%D7%91%D7%94_(%D7%A4%D7%9C%D7%99%D7%98%D7%95%D7%AA_%D7%95%D7%94%D7%A2%D7%91%D7%A8%D7%95%D7%AA_%D7%9C%D7%A1%D7%91%D7%99%D7%91%D7%94_%E2%80%93_%D7%97%D7%95%D7%91%D7%95%D7%AA_%D7%93%D7%99%D7%95%D7%95%D7%97_%D7%95%D7%9E%D7%A8%D7%A9%D7%9D)
תקנות הגנת הסביבה (פליטות והעברות לסביבה – חובות דיווח ומרשם) (הפחתה של סכומי עיצום כספי),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A1%D7%91%D7%99%D7%91%D7%94_(%D7%A4%D7%9C%D7%99%D7%98%D7%95%D7%AA_%D7%95%D7%94%D7%A2%D7%91%D7%A8%D7%95%D7%AA_%D7%9C%D7%A1%D7%91%D7%99%D7%91%D7%94_%E2%80%93_%D7%97%D7%95%D7%91%D7%95%D7%AA_%D7%93%D7%99%D7%95%D7%95%D7%97_%D7%95%D7%9E%D7%A8%D7%A9%D7%9D)_(%D7%94%D7%A4%D7%97%D7%AA%D7%94_%D7%A9%D7%9C_%D7%A1%D7%9B%D7%95%D7%9E%D7%99_%D7%A2%D7%99%D7%A6%D7%95%D7%9D_%D7%9B%D7%A1%D7%A4%D7%99)
חוק הגנת סמלים,https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%94%D7%92%D7%A0%D7%AA_%D7%A1%D7%9E%D7%9C%D7%99%D7%9D
חוק להגנת הספרות והסופרים בישראל (הוראת שעה),https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%9C%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8%D7%95%D7%AA_%D7%95%D7%94%D7%A1%D7%95%D7%A4%D7%A8%D7%99%D7%9D_%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C_(%D7%94%D7%95%D7%A8%D7%90%D7%AA_%D7%A9%D7%A2%D7%94)
חוק הגנה על עובדים בשעת חירום,https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%94%D7%92%D7%A0%D7%94_%D7%A2%D7%9C_%D7%A2%D7%95%D7%91%D7%93%D7%99%D7%9D_%D7%91%D7%A9%D7%A2%D7%AA_%D7%97%D7%99%D7%A8%D7%95%D7%9D
חוק הגנת הפרטיות,https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA
תקנות הגנת הפרטיות (אבטחת מידע),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA_(%D7%90%D7%91%D7%98%D7%97%D7%AA_%D7%9E%D7%99%D7%93%D7%A2)
תקנות הגנת הפרטיות (אגרות),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA_(%D7%90%D7%92%D7%A8%D7%95%D7%AA)
תקנות הגנת הפרטיות (הוראות לעניין מידע שהועבר לישראל מהאזור הכלכלי האירופי),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA_(%D7%94%D7%95%D7%A8%D7%90%D7%95%D7%AA_%D7%9C%D7%A2%D7%A0%D7%99%D7%99%D7%9F_%D7%9E%D7%99%D7%93%D7%A2_%D7%A9%D7%94%D7%95%D7%A2%D7%91%D7%A8_%D7%9C%D7%99%D7%A9%D7%A8%D7%90%D7%9C_%D7%9E%D7%94%D7%90%D7%96%D7%95%D7%A8_%D7%94%D7%9B%D7%9C%D7%9B%D7%9C%D7%99_%D7%94%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%99)
תקנות הגנת הפרטיות (העברת מידע אל מאגרי מידע שמחוץ לגבולות המדינה),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA_(%D7%94%D7%A2%D7%91%D7%A8%D7%AA_%D7%9E%D7%99%D7%93%D7%A2_%D7%90%D7%9C_%D7%9E%D7%90%D7%92%D7%A8%D7%99_%D7%9E%D7%99%D7%93%D7%A2_%D7%A9%D7%9E%D7%97%D7%95%D7%A5_%D7%9C%D7%92%D7%91%D7%95%D7%9C%D7%95%D7%AA_%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94)
תקנות הגנת הפרטיות (קביעת מאגרי מידע הכוללים מידע שלא לגילוי),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA_(%D7%A7%D7%91%D7%99%D7%A2%D7%AA_%D7%9E%D7%90%D7%92%D7%A8%D7%99_%D7%9E%D7%99%D7%93%D7%A2_%D7%94%D7%9B%D7%95%D7%9C%D7%9C%D7%99%D7%9D_%D7%9E%D7%99%D7%93%D7%A2_%D7%A9%D7%9C%D7%90_%D7%9C%D7%92%D7%99%D7%9C%D7%95%D7%99)
תקנות הגנת הפרטיות (תנאי החזקת מידע ושמירתו וסדרי העברת מידע בין גופים ציבוריים),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA_(%D7%AA%D7%A0%D7%90%D7%99_%D7%94%D7%97%D7%96%D7%A7%D7%AA_%D7%9E%D7%99%D7%93%D7%A2_%D7%95%D7%A9%D7%9E%D7%99%D7%A8%D7%AA%D7%95_%D7%95%D7%A1%D7%93%D7%A8%D7%99_%D7%94%D7%A2%D7%91%D7%A8%D7%AA_%D7%9E%D7%99%D7%93%D7%A2_%D7%91%D7%99%D7%9F_%D7%92%D7%95%D7%A4%D7%99%D7%9D_%D7%A6%D7%99%D7%91%D7%95%D7%A8%D7%99%D7%99%D7%9D)
תקנות הגנת הפרטיות (תנאים לעיון במידע וסדרי הדין בערעור על סירוב לבקשת עיון),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA_(%D7%AA%D7%A0%D7%90%D7%99%D7%9D_%D7%9C%D7%A2%D7%99%D7%95%D7%9F_%D7%91%D7%9E%D7%99%D7%93%D7%A2_%D7%95%D7%A1%D7%93%D7%A8%D7%99_%D7%94%D7%93%D7%99%D7%9F_%D7%91%D7%A2%D7%A8%D7%A2%D7%95%D7%A8_%D7%A2%D7%9C_%D7%A1%D7%99%D7%A8%D7%95%D7%91_%D7%9C%D7%91%D7%A7%D7%A9%D7%AA_%D7%A2%D7%99%D7%95%D7%9F)
צו הגנת הפרטיות (הקמת יחידת פיקוח),https://he.wikisource.org/wiki/%D7%A6%D7%95_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA_(%D7%94%D7%A7%D7%9E%D7%AA_%D7%99%D7%97%D7%99%D7%93%D7%AA_%D7%A4%D7%99%D7%A7%D7%95%D7%97)
צו הגנת הפרטיות (קביעת גופים ציבוריים),https://he.wikisource.org/wiki/%D7%A6%D7%95_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA_(%D7%A7%D7%91%D7%99%D7%A2%D7%AA_%D7%92%D7%95%D7%A4%D7%99%D7%9D_%D7%A6%D7%99%D7%91%D7%95%D7%A8%D7%99%D7%99%D7%9D)
צו הגנת הפרטיות (קביעת רשות חקירה),https://he.wikisource.org/wiki/%D7%A6%D7%95_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA_(%D7%A7%D7%91%D7%99%D7%A2%D7%AA_%D7%A8%D7%A9%D7%95%D7%AA_%D7%97%D7%A7%D7%99%D7%A8%D7%94)
"הוראות הגנת הפרטיות (סדרי דין בבקשות למתן אישור להפעלת סמכות בתקופת בחירות, בבקשות לפסלות שופט ובעררים)","https://he.wikisource.org/wiki/%D7%94%D7%95%D7%A8%D7%90%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA_(%D7%A1%D7%93%D7%A8%D7%99_%D7%93%D7%99%D7%9F_%D7%91%D7%91%D7%A7%D7%A9%D7%95%D7%AA_%D7%9C%D7%9E%D7%AA%D7%9F_%D7%90%D7%99%D7%A9%D7%95%D7%A8_%D7%9C%D7%94%D7%A4%D7%A2%D7%9C%D7%AA_%D7%A1%D7%9E%D7%9B%D7%95%D7%AA_%D7%91%D7%AA%D7%A7%D7%95%D7%A4%D7%AA_%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA,_%D7%91%D7%91%D7%A7%D7%A9%D7%95%D7%AA_%D7%9C%D7%A4%D7%A1%D7%9C%D7%95%D7%AA_%D7%A9%D7%95%D7%A4%D7%98_%D7%95%D7%91%D7%A2%D7%A8%D7%A8%D7%99%D7%9D)"
תקנות העבירות המינהליות (קנס מינהלי – הגנת הפרטיות),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA_%D7%94%D7%9E%D7%99%D7%A0%D7%94%D7%9C%D7%99%D7%95%D7%AA_(%D7%A7%D7%A0%D7%A1_%D7%9E%D7%99%D7%A0%D7%94%D7%9C%D7%99_%E2%80%93_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA)
חוק הגנת הצומח,https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97
צו הגנת הצומח (איסור גידול תפוחי אדמה בשטחים נגועים בנמטודות שרשי תפוחי אדמה),https://he.wikisource.org/wiki/%D7%A6%D7%95_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%90%D7%99%D7%A1%D7%95%D7%A8_%D7%92%D7%99%D7%93%D7%95%D7%9C_%D7%AA%D7%A4%D7%95%D7%97%D7%99_%D7%90%D7%93%D7%9E%D7%94_%D7%91%D7%A9%D7%98%D7%97%D7%99%D7%9D_%D7%A0%D7%92%D7%95%D7%A2%D7%99%D7%9D_%D7%91%D7%A0%D7%9E%D7%98%D7%95%D7%93%D7%95%D7%AA_%D7%A9%D7%A8%D7%A9%D7%99_%D7%AA%D7%A4%D7%95%D7%97%D7%99_%D7%90%D7%93%D7%9E%D7%94)
תקנות הגנת הצומח (איסור השימוש בסטריכנין ובגפרת התליום),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%90%D7%99%D7%A1%D7%95%D7%A8_%D7%94%D7%A9%D7%99%D7%9E%D7%95%D7%A9_%D7%91%D7%A1%D7%98%D7%A8%D7%99%D7%9B%D7%A0%D7%99%D7%9F_%D7%95%D7%91%D7%92%D7%A4%D7%A8%D7%AA_%D7%94%D7%AA%D7%9C%D7%99%D7%95%D7%9D)
תקנות הגנת הצומח (אריזת קוטלי עשבים הורמונליים והשימוש בהם),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%90%D7%A8%D7%99%D7%96%D7%AA_%D7%A7%D7%95%D7%98%D7%9C%D7%99_%D7%A2%D7%A9%D7%91%D7%99%D7%9D_%D7%94%D7%95%D7%A8%D7%9E%D7%95%D7%A0%D7%9C%D7%99%D7%99%D7%9D_%D7%95%D7%94%D7%A9%D7%99%D7%9E%D7%95%D7%A9_%D7%91%D7%94%D7%9D)
צו הגנת הצומח (ביעור הסרטן הבקטריאלי בעגבניות),https://he.wikisource.org/wiki/%D7%A6%D7%95_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%91%D7%99%D7%A2%D7%95%D7%A8_%D7%94%D7%A1%D7%A8%D7%98%D7%9F_%D7%94%D7%91%D7%A7%D7%98%D7%A8%D7%99%D7%90%D7%9C%D7%99_%D7%91%D7%A2%D7%92%D7%91%D7%A0%D7%99%D7%95%D7%AA)
צו הגנת הצומח (ביעור מחלת הכתמים הבקטרית במלפפונים),https://he.wikisource.org/wiki/%D7%A6%D7%95_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%91%D7%99%D7%A2%D7%95%D7%A8_%D7%9E%D7%97%D7%9C%D7%AA_%D7%94%D7%9B%D7%AA%D7%9E%D7%99%D7%9D_%D7%94%D7%91%D7%A7%D7%98%D7%A8%D7%99%D7%AA_%D7%91%D7%9E%D7%9C%D7%A4%D7%A4%D7%95%D7%A0%D7%99%D7%9D)
צו הגנת הצומח (ביעור מחלת הקימלון),https://he.wikisource.org/wiki/%D7%A6%D7%95_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%91%D7%99%D7%A2%D7%95%D7%A8_%D7%9E%D7%97%D7%9C%D7%AA_%D7%94%D7%A7%D7%99%D7%9E%D7%9C%D7%95%D7%9F)
צו הגנת הצומח (ביעור נגעים בכותנה),https://he.wikisource.org/wiki/%D7%A6%D7%95_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%91%D7%99%D7%A2%D7%95%D7%A8_%D7%A0%D7%92%D7%A2%D7%99%D7%9D_%D7%91%D7%9B%D7%95%D7%AA%D7%A0%D7%94)
צו הגנת הצומח (ביעור נגעים בצמחים באזור הערבה),https://he.wikisource.org/wiki/%D7%A6%D7%95_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%91%D7%99%D7%A2%D7%95%D7%A8_%D7%A0%D7%92%D7%A2%D7%99%D7%9D_%D7%91%D7%A6%D7%9E%D7%97%D7%99%D7%9D_%D7%91%D7%90%D7%96%D7%95%D7%A8_%D7%94%D7%A2%D7%A8%D7%91%D7%94)
תקנות הגנת הצומח (הגבלת ריסוס ליד מטעי הדרים ואבוקדו),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%94%D7%92%D7%91%D7%9C%D7%AA_%D7%A8%D7%99%D7%A1%D7%95%D7%A1_%D7%9C%D7%99%D7%93_%D7%9E%D7%98%D7%A2%D7%99_%D7%94%D7%93%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%91%D7%95%D7%A7%D7%93%D7%95)
כללי ההגנה על הצומח (הדברת מזיקים),https://he.wikisource.org/wiki/%D7%9B%D7%9C%D7%9C%D7%99_%D7%94%D7%94%D7%92%D7%A0%D7%94_%D7%A2%D7%9C_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%94%D7%93%D7%91%D7%A8%D7%AA_%D7%9E%D7%96%D7%99%D7%A7%D7%99%D7%9D)
תקנות הגנת הצומח (הסדר יבוא ומכירה של תכשירים כימיים),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%94%D7%A1%D7%93%D7%A8_%D7%99%D7%91%D7%95%D7%90_%D7%95%D7%9E%D7%9B%D7%99%D7%A8%D7%94_%D7%A9%D7%9C_%D7%AA%D7%9B%D7%A9%D7%99%D7%A8%D7%99%D7%9D_%D7%9B%D7%99%D7%9E%D7%99%D7%99%D7%9D)
צו הגנת הצומח (חיטוי זרעי אפונה),https://he.wikisource.org/wiki/%D7%A6%D7%95_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%97%D7%99%D7%98%D7%95%D7%99_%D7%96%D7%A8%D7%A2%D7%99_%D7%90%D7%A4%D7%95%D7%A0%D7%94)
"תקנות הגנת הצומח (יבוא צמחים, מוצרי צמחים, נגעים ואמצעי לוואי)","https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%99%D7%91%D7%95%D7%90_%D7%A6%D7%9E%D7%97%D7%99%D7%9D,_%D7%9E%D7%95%D7%A6%D7%A8%D7%99_%D7%A6%D7%9E%D7%97%D7%99%D7%9D,_%D7%A0%D7%92%D7%A2%D7%99%D7%9D_%D7%95%D7%90%D7%9E%D7%A6%D7%A2%D7%99_%D7%9C%D7%95%D7%95%D7%90%D7%99)"
תקנות הגנת הצומח (מכירת כותנה והובלתה),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%9E%D7%9B%D7%99%D7%A8%D7%AA_%D7%9B%D7%95%D7%AA%D7%A0%D7%94_%D7%95%D7%94%D7%95%D7%91%D7%9C%D7%AA%D7%94)
תקנות ההגנה על הצומח (מניעת הפצה של זרעי עשבים רעים),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%94%D7%92%D7%A0%D7%94_%D7%A2%D7%9C_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%9E%D7%A0%D7%99%D7%A2%D7%AA_%D7%94%D7%A4%D7%A6%D7%94_%D7%A9%D7%9C_%D7%96%D7%A8%D7%A2%D7%99_%D7%A2%D7%A9%D7%91%D7%99%D7%9D_%D7%A8%D7%A2%D7%99%D7%9D)
צו ההגנה על הצומח (מחלות ומגפות) (עשבים רעים),https://he.wikisource.org/wiki/%D7%A6%D7%95_%D7%94%D7%94%D7%92%D7%A0%D7%94_%D7%A2%D7%9C_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%9E%D7%97%D7%9C%D7%95%D7%AA_%D7%95%D7%9E%D7%92%D7%A4%D7%95%D7%AA)_(%D7%A2%D7%A9%D7%91%D7%99%D7%9D_%D7%A8%D7%A2%D7%99%D7%9D)
"תקנות הגנת הצומח (מניעת הפצת כנימה קמחית כדורית – בעצי הדר, Nipaecoccus Vastator – Viridis)","https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%9E%D7%A0%D7%99%D7%A2%D7%AA_%D7%94%D7%A4%D7%A6%D7%AA_%D7%9B%D7%A0%D7%99%D7%9E%D7%94_%D7%A7%D7%9E%D7%97%D7%99%D7%AA_%D7%9B%D7%93%D7%95%D7%A8%D7%99%D7%AA_%E2%80%93_%D7%91%D7%A2%D7%A6%D7%99_%D7%94%D7%93%D7%A8,_Nipaecoccus_Vastator_%E2%80%93_Viridis)"
תקנות ההגנה על הצומח (מניעת הפילוקסרה של הגפן),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%94%D7%92%D7%A0%D7%94_%D7%A2%D7%9C_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%9E%D7%A0%D7%99%D7%A2%D7%AA_%D7%94%D7%A4%D7%99%D7%9C%D7%95%D7%A7%D7%A1%D7%A8%D7%94_%D7%A9%D7%9C_%D7%94%D7%92%D7%A4%D7%9F)
תקנות ההגנה על הצומח (מניעת הפקלת),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%94%D7%92%D7%A0%D7%94_%D7%A2%D7%9C_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%9E%D7%A0%D7%99%D7%A2%D7%AA_%D7%94%D7%A4%D7%A7%D7%9C%D7%AA)
תקנות הגנת הצומח (מניעת התפשטות מחלת הארגוט בחיטה),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%9E%D7%A0%D7%99%D7%A2%D7%AA_%D7%94%D7%AA%D7%A4%D7%A9%D7%98%D7%95%D7%AA_%D7%9E%D7%97%D7%9C%D7%AA_%D7%94%D7%90%D7%A8%D7%92%D7%95%D7%98_%D7%91%D7%97%D7%99%D7%98%D7%94)
תקנות הגנת הצומח (מניעת התפשטות מחלת קשיון רולפסי בסלק סוכר),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%9E%D7%A0%D7%99%D7%A2%D7%AA_%D7%94%D7%AA%D7%A4%D7%A9%D7%98%D7%95%D7%AA_%D7%9E%D7%97%D7%9C%D7%AA_%D7%A7%D7%A9%D7%99%D7%95%D7%9F_%D7%A8%D7%95%D7%9C%D7%A4%D7%A1%D7%99_%D7%91%D7%A1%D7%9C%D7%A7_%D7%A1%D7%95%D7%9B%D7%A8)
תקנות הגנת הצומח (מניעת התפשטות סקלרוציום רולפסיי),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%9E%D7%A0%D7%99%D7%A2%D7%AA_%D7%94%D7%AA%D7%A4%D7%A9%D7%98%D7%95%D7%AA_%D7%A1%D7%A7%D7%9C%D7%A8%D7%95%D7%A6%D7%99%D7%95%D7%9D_%D7%A8%D7%95%D7%9C%D7%A4%D7%A1%D7%99%D7%99)
תקנות הגנת הצומח (מניעת חדירה של נגעים לאזור הערבה),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%92%D7%A0%D7%AA_%D7%94%D7%A6%D7%95%D7%9E%D7%97_(%D7%9E%D7%A0%D7%99%D7%A2%D7%AA_%D7%97%D7%93%D7%99%D7%A8%D7%94_%D7%A9%D7%9C_%D7%A0%D7%92%D7%A2%D7%99%D7%9D_%D7%9C%D7%90%D7%96%D7%95%D7%A8_%D7%94%D7%A2%D7%A8%D7%91%D7%94)
